customer_id,age,gender,location,tenure_months,contract_type,monthly_recharge,data_usage_gb,call_minutes,num_services,num_complaints,support_calls,payment_method,paperless_billing,sentiment_score,churn
CUST01194,22,Male,Suburban,33,One Year,77.73,0.56,315.0,5,1,1,Credit Card,0,0.219,0
CUST01195,23,Female,Suburban,65,Two Year,74.57,4.67,131.0,2,1,4,Credit Card,0,-0.057,0
CUST01196,43,Male,Suburban,15,Month-to-Month,66.19,3.37,538.0,3,0,2,Credit Card,1,0.408,0
CUST01197,71,Female,Suburban,20,One Year,89.99,1.36,302.0,1,0,1,Credit Card,1,-0.357,0
CUST01198,21,Male,Urban,37,One Year,95.23,1.49,281.0,1,2,3,E-Wallet,1,0.012,0
CUST01199,36,Female,Suburban,25,Month-to-Month,13.42,7.16,491.0,5,0,0,Credit Card,1,0.003,0
CUST01200,37,Female,Suburban,18,Month-to-Month,29.07,1.05,279.0,3,3,2,Credit Card,0,-1.0,1
CUST01201,50,Male,Rural,20,One Year,51.43,2.88,499.0,4,1,2,E-Wallet,0,0.689,0
CUST01202,37,Male,Urban,46,Two Year,37.11,4.57,198.0,1,2,1,Credit Card,0,0.314,0
CUST01203,66,Female,Urban,9,One Year,46.62,0.56,374.0,3,0,2,Cash,1,0.196,0
CUST01204,29,Female,Urban,3,Month-to-Month,53.68,10.77,299.0,3,1,3,E-Wallet,1,0.328,0
CUST01205,64,Male,Suburban,33,Month-to-Month,58.58,1.21,298.0,1,1,3,E-Wallet,1,-0.232,0
CUST01206,18,Female,Urban,27,Month-to-Month,27.72,1.54,554.0,2,0,1,Credit Card,1,0.062,0
CUST01207,43,Female,Urban,65,One Year,54.64,4.39,321.0,2,0,1,Credit Card,1,0.012,0
CUST01208,31,Female,Rural,69,One Year,,,109.0,5,2,1,Credit Card,0,-0.506,0
CUST01209,55,Male,Urban,5,Month-to-Month,58.72,3.95,470.0,5,0,0,Bank Transfer,0,0.196,0
CUST01210,54,Female,Suburban,59,Two Year,79.8,9.91,411.0,3,0,0,Credit Card,1,0.014,0
CUST01211,28,Female,Urban,36,One Year,63.32,1.15,512.0,1,0,4,Credit Card,1,-1.0,0
CUST01212,53,Female,Suburban,22,One Year,67.87,1.8,479.0,2,0,1,E-Wallet,1,0.177,0
CUST01213,30,Male,Suburban,55,Two Year,62.11,1.06,139.0,3,0,1,Credit Card,0,-0.138,0
CUST01214,60,Male,Rural,24,Month-to-Month,83.57,,503.0,2,2,3,E-Wallet,1,-0.231,0
CUST01215,20,Female,Rural,33,Two Year,44.48,0.73,59.0,1,1,2,Bank Transfer,1,-0.146,0
CUST01216,50,Male,Urban,22,Month-to-Month,69.28,1.7,182.0,2,0,3,Cash,1,0.404,0
CUST01217,23,Female,Urban,22,Month-to-Month,50.58,3.68,418.0,4,1,3,E-Wallet,0,-0.095,0
CUST01218,67,Male,Urban,18,Two Year,81.76,2.07,226.0,5,0,1,Credit Card,0,-0.257,0
CUST01219,73,Male,Suburban,71,Two Year,37.3,0.27,390.0,2,0,2,Bank Transfer,0,-0.306,0
CUST01220,27,Female,Rural,10,Month-to-Month,81.26,11.8,143.0,1,2,0,E-Wallet,1,-0.696,1
CUST01221,22,Male,Urban,48,One Year,70.21,1.65,563.0,1,1,1,E-Wallet,1,-0.346,0
CUST01222,40,Male,Suburban,68,One Year,33.38,2.36,592.0,4,2,1,Bank Transfer,1,-0.531,0
CUST01223,27,Male,Urban,70,Two Year,108.65,0.73,26.0,1,3,3,Credit Card,1,-0.232,0
CUST01224,61,Female,Suburban,13,Month-to-Month,78.95,8.02,507.0,4,0,3,Credit Card,0,0.225,1
CUST01225,19,Male,Rural,41,Two Year,37.86,1.38,590.0,3,0,1,Bank Transfer,0,-0.494,0
CUST01226,30,Male,Urban,6,Month-to-Month,68.92,0.08,126.0,2,0,0,Cash,0,-0.05,0
CUST01227,57,Female,Urban,12,Month-to-Month,,1.52,455.0,1,0,0,E-Wallet,1,0.285,1
CUST01228,19,Male,Urban,19,Month-to-Month,22.14,16.56,280.0,5,0,1,Bank Transfer,0,-0.152,1
CUST01229,37,Male,Suburban,32,Month-to-Month,94.91,0.64,394.0,2,0,2,E-Wallet,1,0.232,0
CUST01230,18,Male,Suburban,11,Two Year,35.0,0.13,318.0,4,0,1,Bank Transfer,1,-0.086,1
CUST01231,54,Male,Urban,33,Month-to-Month,84.68,3.45,440.0,2,2,0,Bank Transfer,1,-0.254,0
CUST01232,26,Male,Urban,63,Two Year,94.18,1.86,340.0,2,0,3,Bank Transfer,1,-0.078,0
CUST01233,34,Female,Urban,15,Month-to-Month,40.4,6.34,118.0,1,0,4,E-Wallet,1,0.145,0
CUST01234,26,Female,Suburban,23,One Year,117.0,5.27,367.0,5,1,2,Bank Transfer,1,0.526,0
CUST01235,28,Male,Suburban,22,Two Year,67.32,0.82,384.0,3,3,1,Bank Transfer,1,-0.143,1
CUST01236,32,Male,Urban,39,One Year,66.21,3.33,509.0,5,2,0,E-Wallet,1,-0.632,1
CUST01237,41,Male,Suburban,35,One Year,40.04,0.13,581.0,4,1,0,Bank Transfer,0,1.0,0
CUST01238,55,Female,Suburban,24,One Year,40.5,2.32,157.0,5,0,1,Bank Transfer,0,0.722,0
CUST01239,72,Female,Urban,14,Two Year,10.15,5.01,85.0,5,2,0,Bank Transfer,1,-0.474,1
CUST01240,52,Male,Urban,45,Two Year,45.58,2.14,360.0,4,1,3,Credit Card,1,-0.447,0
CUST01241,47,Male,Suburban,30,Month-to-Month,94.16,0.5,84.0,5,4,1,Credit Card,0,-0.614,0
CUST01242,48,Female,Rural,64,Two Year,39.54,0.25,358.0,3,0,1,E-Wallet,0,0.532,0
CUST01243,66,Male,Urban,3,Month-to-Month,41.72,7.69,132.0,2,0,2,E-Wallet,0,0.907,1
CUST01244,22,Female,Urban,5,Month-to-Month,32.84,8.88,386.0,3,0,1,Bank Transfer,0,0.453,1
CUST01245,61,Female,Urban,53,Two Year,30.97,1.68,246.0,2,0,1,Credit Card,1,-0.015,0
CUST01246,67,Male,Suburban,14,Month-to-Month,87.19,0.72,140.0,2,0,5,Credit Card,1,-0.153,1
CUST01247,31,Female,Urban,54,Two Year,34.63,15.38,446.0,5,0,1,Bank Transfer,0,0.501,0
CUST01248,70,Male,Urban,8,Month-to-Month,61.71,3.16,75.0,2,0,1,Bank Transfer,0,-0.286,0
CUST01249,73,Male,Suburban,8,Month-to-Month,56.12,2.59,97.0,4,1,2,Credit Card,1,0.548,0
CUST01250,28,Male,Suburban,12,Month-to-Month,88.92,5.41,302.0,3,1,5,E-Wallet,1,-0.418,1
CUST01251,26,Male,Urban,15,Month-to-Month,44.09,0.74,465.0,2,2,0,Credit Card,0,0.184,0
CUST01252,51,Male,Urban,59,One Year,54.23,3.47,54.0,5,2,1,E-Wallet,1,0.23,1
CUST01253,29,Male,Suburban,28,Month-to-Month,37.69,8.84,304.0,5,0,1,Credit Card,1,1.0,0
CUST01254,52,Female,Urban,7,Month-to-Month,48.99,0.09,533.0,5,2,0,Bank Transfer,1,-0.322,0
CUST01255,52,Female,Urban,7,Month-to-Month,42.47,4.47,34.0,1,4,0,E-Wallet,1,-0.811,1
CUST01256,18,Female,Rural,30,Month-to-Month,61.38,3.21,539.0,3,0,1,Credit Card,1,0.118,1
CUST01257,57,Female,Urban,28,One Year,105.02,12.05,488.0,5,2,0,E-Wallet,0,-0.131,0
CUST01258,39,Male,Suburban,24,Month-to-Month,59.91,1.2,139.0,4,0,1,Credit Card,0,-0.008,0
CUST01259,46,Female,Rural,51,One Year,94.37,7.83,99.0,5,0,3,Cash,1,0.635,0
CUST01260,25,Female,Urban,14,Two Year,88.63,1.48,372.0,1,0,3,Credit Card,1,0.553,0
CUST01261,28,Female,Urban,71,One Year,63.93,2.25,22.0,3,0,1,E-Wallet,1,0.147,0
CUST01262,58,Male,Suburban,71,Two Year,89.04,0.96,283.0,2,2,1,Credit Card,0,-0.534,1
CUST01263,54,Female,Rural,26,Month-to-Month,70.77,7.97,112.0,3,1,0,Credit Card,1,-0.124,1
CUST01264,31,Male,Rural,11,Month-to-Month,29.28,0.87,372.0,2,0,1,Bank Transfer,1,0.062,0
CUST01265,47,Female,Suburban,39,Two Year,64.03,7.84,196.0,2,0,3,E-Wallet,0,0.348,0
CUST01266,52,Male,Urban,69,One Year,70.15,2.43,163.0,5,0,0,E-Wallet,0,0.377,0
CUST01267,38,Male,Suburban,49,One Year,109.07,7.21,430.0,4,1,1,Bank Transfer,1,0.329,0
CUST01268,54,Female,Urban,34,One Year,41.71,1.23,567.0,4,0,2,E-Wallet,0,0.795,0
CUST01269,22,Male,Urban,27,Month-to-Month,76.45,0.57,9.0,5,0,0,Bank Transfer,0,,0
CUST01270,36,Male,Urban,14,Month-to-Month,34.23,3.24,397.0,1,2,2,Bank Transfer,0,-0.063,0
CUST01271,31,Female,Urban,57,One Year,103.57,2.85,151.0,2,1,3,Bank Transfer,1,0.883,0
CUST01272,43,Female,Suburban,7,One Year,95.59,1.76,190.0,4,1,2,Credit Card,1,0.178,1
CUST01273,21,Female,Urban,21,Month-to-Month,35.03,4.35,276.0,3,0,4,E-Wallet,1,-0.096,0
CUST01274,42,Male,Urban,9,Two Year,108.53,,492.0,1,2,0,E-Wallet,0,-0.227,0
CUST01275,62,Male,Urban,9,Month-to-Month,91.93,3.89,242.0,5,0,1,Credit Card,0,-0.416,0
CUST01276,59,Male,Rural,24,Month-to-Month,96.63,0.95,487.0,1,0,1,Bank Transfer,0,0.468,1
CUST01277,42,Female,Suburban,57,Two Year,104.25,0.55,275.0,4,1,2,Bank Transfer,0,-0.27,0
CUST01278,35,Male,Urban,36,One Year,93.15,9.61,189.0,5,2,1,Bank Transfer,0,-0.606,1
CUST01279,57,Male,Urban,17,Month-to-Month,56.59,2.46,306.0,4,1,3,Credit Card,0,-0.446,1
CUST01280,25,Male,Urban,29,Month-to-Month,102.56,5.77,295.0,2,2,1,E-Wallet,1,0.207,1
CUST01281,56,Male,Rural,3,Month-to-Month,42.67,0.37,233.0,1,0,2,E-Wallet,1,0.096,1
CUST01282,57,Male,Suburban,53,One Year,45.62,0.24,340.0,2,1,2,Credit Card,0,0.256,0
CUST01283,31,Male,Suburban,8,Month-to-Month,53.62,2.73,592.0,3,1,4,E-Wallet,0,0.004,0
CUST01284,49,Male,Suburban,13,Two Year,73.34,1.52,192.0,2,1,1,E-Wallet,0,0.08,0
CUST01285,68,Female,Urban,17,Two Year,42.05,0.02,363.0,1,1,1,Bank Transfer,0,-0.153,0
CUST01286,55,Female,Suburban,50,Two Year,35.06,0.81,257.0,3,1,5,Credit Card,0,-0.002,0
CUST01287,50,Female,Suburban,31,Month-to-Month,42.1,0.99,510.0,4,0,1,Credit Card,0,0.08,0
CUST01288,40,Male,Urban,52,One Year,55.92,1.36,230.0,3,1,1,Bank Transfer,1,0.063,0
CUST01289,32,Male,Urban,20,Month-to-Month,66.76,8.4,,1,0,2,Bank Transfer,1,0.642,0
CUST01290,50,Female,Suburban,4,Month-to-Month,45.97,2.18,13.0,5,1,3,E-Wallet,1,0.427,1
CUST01291,42,Male,Rural,20,Month-to-Month,34.71,4.55,555.0,3,0,0,E-Wallet,0,0.126,0
CUST01292,34,Female,Urban,31,Month-to-Month,74.75,0.07,209.0,4,2,0,Cash,1,-0.051,1
CUST01293,50,Male,Rural,33,Two Year,110.12,6.73,39.0,3,1,2,E-Wallet,1,0.184,0
CUST01294,64,Male,Suburban,11,Month-to-Month,54.63,1.1,33.0,2,2,1,Cash,1,-0.155,0
CUST01295,72,Female,Urban,1,Month-to-Month,87.3,1.48,233.0,5,1,4,Bank Transfer,0,0.155,0
CUST01296,19,Female,Urban,48,Two Year,65.05,0.19,289.0,1,0,1,Credit Card,1,0.56,0
CUST01297,31,Female,Urban,33,Month-to-Month,80.93,2.11,432.0,5,0,4,Credit Card,0,0.835,0
CUST01298,70,Female,Suburban,32,One Year,85.38,7.66,317.0,2,2,2,Credit Card,1,0.563,1
CUST01299,57,Female,Urban,31,Month-to-Month,65.12,1.9,407.0,5,0,0,Bank Transfer,0,0.234,0
CUST01300,57,Male,Urban,35,Month-to-Month,40.42,9.57,79.0,2,1,0,Credit Card,0,0.714,0
CUST01301,68,Male,Suburban,6,Two Year,34.24,8.08,175.0,3,0,1,Credit Card,1,0.426,0
CUST01302,56,Male,Suburban,6,Month-to-Month,93.75,0.26,284.0,1,0,3,E-Wallet,1,0.079,1
CUST01303,68,Female,Urban,18,One Year,80.76,1.46,317.0,2,1,2,Cash,1,0.193,0
CUST01304,23,Female,Urban,22,Month-to-Month,89.49,9.65,409.0,2,0,3,Credit Card,1,0.057,1
CUST01305,23,Female,Urban,1,Month-to-Month,81.91,0.12,141.0,3,2,1,Credit Card,1,-0.267,1
CUST01306,20,Female,Suburban,13,Month-to-Month,91.8,5.81,246.0,2,1,2,Bank Transfer,1,-0.489,0
CUST01307,24,Female,Suburban,24,Month-to-Month,70.55,9.48,176.0,1,2,1,Credit Card,1,-0.218,0
CUST01308,68,Female,Urban,21,Month-to-Month,27.02,5.89,343.0,4,1,3,E-Wallet,1,0.273,0
CUST01309,25,Male,Suburban,31,One Year,72.03,5.45,263.0,5,1,1,E-Wallet,0,0.288,0
CUST01310,59,Male,Suburban,7,Month-to-Month,109.83,7.42,167.0,2,0,3,Credit Card,0,0.295,0
CUST01311,69,Male,Suburban,12,Month-to-Month,73.78,4.38,24.0,5,0,1,Bank Transfer,0,0.945,0
CUST01312,32,Male,Suburban,13,Month-to-Month,34.26,2.2,526.0,5,0,0,Credit Card,0,1.0,0
CUST01313,64,Male,Urban,32,Two Year,83.37,0.26,527.0,4,0,1,Cash,1,0.449,0
CUST01314,46,Female,Urban,46,Two Year,119.19,6.2,309.0,2,2,0,Bank Transfer,1,0.439,0
CUST01315,50,Female,Suburban,8,One Year,51.04,9.43,27.0,1,0,0,Cash,0,0.44,0
CUST01316,69,Female,Suburban,64,Two Year,73.15,2.87,369.0,2,3,1,Credit Card,1,-0.465,0
CUST01317,47,Female,Suburban,35,Month-to-Month,76.88,3.04,,5,2,0,Credit Card,0,0.184,1
CUST01318,56,Female,Urban,10,Month-to-Month,70.09,2.07,293.0,3,0,1,Bank Transfer,1,0.222,1
CUST01319,44,Female,Rural,46,One Year,84.94,7.78,478.0,4,0,2,E-Wallet,1,-0.744,0
CUST01320,53,Male,Suburban,13,One Year,54.87,0.06,579.0,1,0,1,Bank Transfer,1,0.147,0
CUST01321,46,Female,Urban,7,Month-to-Month,80.67,3.92,36.0,1,1,0,E-Wallet,0,-0.552,0
CUST01322,55,Female,Urban,18,Month-to-Month,94.19,9.52,546.0,5,2,3,Credit Card,1,-0.505,0
CUST01323,74,Female,Suburban,50,Two Year,59.1,0.44,371.0,1,1,8,Credit Card,1,-0.568,0
CUST01324,50,Female,Suburban,14,Two Year,85.14,12.79,101.0,5,0,2,Credit Card,1,-0.016,0
CUST01325,54,Male,Urban,22,Month-to-Month,55.54,13.73,354.0,1,1,2,Bank Transfer,1,-0.471,0
CUST01326,44,Male,Rural,29,One Year,30.58,10.62,464.0,1,0,3,E-Wallet,1,-0.33,0
CUST01327,72,Female,Urban,20,Month-to-Month,30.51,2.48,479.0,5,2,0,Bank Transfer,1,-0.459,0
CUST01328,50,Male,Urban,32,Month-to-Month,76.53,1.93,215.0,4,1,2,Credit Card,0,-0.198,0
CUST01329,21,Male,Rural,25,Month-to-Month,18.1,4.9,326.0,1,2,4,Bank Transfer,1,-0.519,0
CUST01330,39,Female,Rural,23,Month-to-Month,67.32,1.53,599.0,2,1,3,Credit Card,0,0.004,1
CUST01331,19,Female,Suburban,5,Month-to-Month,45.23,0.28,246.0,3,0,4,Bank Transfer,1,0.383,0
CUST01332,27,Female,Rural,7,Two Year,10.15,9.27,87.0,5,0,1,Credit Card,1,-0.154,1
CUST01333,22,Female,Urban,27,Month-to-Month,82.06,4.03,333.0,1,2,2,E-Wallet,1,-0.65,1
CUST01334,27,Female,Rural,46,One Year,29.92,,199.0,4,1,4,E-Wallet,0,0.516,0
CUST01335,50,Male,Urban,5,Month-to-Month,122.72,0.07,382.0,2,0,1,Bank Transfer,1,0.553,0
CUST01336,71,Female,Urban,15,Month-to-Month,105.93,5.14,427.0,5,2,0,Credit Card,0,-0.51,1
CUST01337,55,Female,Urban,33,Two Year,63.34,7.66,334.0,2,1,2,Credit Card,1,-0.551,0
CUST01338,30,Female,Urban,21,One Year,14.76,2.08,449.0,3,1,0,Credit Card,0,-0.149,0
CUST01339,48,Male,Urban,67,Two Year,72.4,0.34,215.0,4,1,1,Bank Transfer,0,-0.101,0
CUST01340,64,Female,Urban,41,Two Year,110.86,4.18,,5,0,2,Credit Card,0,0.473,0
CUST01341,53,Female,Urban,34,Month-to-Month,91.54,1.41,254.0,5,0,0,E-Wallet,0,-0.621,0
CUST01342,62,Female,Urban,35,Month-to-Month,93.13,0.62,528.0,1,1,1,E-Wallet,0,-0.386,0
CUST01343,41,Male,Suburban,47,Two Year,103.59,2.86,504.0,2,2,2,Credit Card,0,0.42,0
CUST01344,69,Female,Urban,60,Two Year,33.66,2.63,437.0,5,1,1,E-Wallet,0,0.006,0
CUST01345,73,Female,Urban,40,One Year,92.16,2.91,469.0,2,0,0,E-Wallet,1,0.325,0
CUST01346,32,Female,Suburban,62,One Year,113.53,6.95,,3,0,5,Bank Transfer,0,-0.176,0
CUST01347,46,Male,Rural,39,One Year,49.51,2.65,218.0,1,2,1,Credit Card,1,0.065,1
CUST01348,25,Female,Suburban,24,Month-to-Month,54.95,9.23,512.0,3,1,0,Credit Card,0,-0.671,1
CUST01349,22,Female,Urban,51,One Year,103.83,7.38,575.0,1,2,1,E-Wallet,1,-0.42,0
CUST01350,46,Female,Suburban,16,Two Year,,4.21,512.0,1,0,0,Credit Card,1,-0.532,0
CUST01351,64,Male,Urban,66,One Year,43.25,0.23,188.0,2,1,1,Bank Transfer,1,-0.008,0
CUST01352,21,Female,Urban,2,Month-to-Month,32.65,8.01,246.0,1,1,0,E-Wallet,1,-0.128,1
CUST01353,29,Female,Urban,32,Month-to-Month,62.14,9.44,571.0,3,2,0,Bank Transfer,1,-0.852,0
CUST01354,62,Female,Suburban,33,Month-to-Month,28.17,1.88,554.0,3,0,5,Cash,0,0.454,0
CUST01355,19,Male,Urban,6,Month-to-Month,43.53,2.99,427.0,3,0,2,Bank Transfer,1,0.476,0
CUST01356,44,Male,Urban,48,Two Year,47.92,1.32,549.0,2,0,1,Credit Card,1,0.662,0
CUST01357,48,Female,Urban,34,Month-to-Month,93.09,0.06,362.0,2,1,0,E-Wallet,1,-0.553,1
CUST01358,68,Male,Rural,11,Month-to-Month,99.87,2.61,593.0,4,1,0,Credit Card,0,-0.351,1
CUST01359,68,Male,Suburban,7,Month-to-Month,93.2,0.55,395.0,5,0,2,Cash,0,0.681,0
CUST01360,53,Male,Urban,13,One Year,44.4,0.81,135.0,4,1,1,Bank Transfer,1,0.324,0
CUST01361,53,Female,Suburban,10,Month-to-Month,62.86,2.62,433.0,4,0,1,Cash,1,0.811,0
CUST01362,43,Female,Suburban,21,Month-to-Month,53.7,8.07,317.0,1,1,4,Credit Card,0,-0.246,1
CUST01363,60,Male,Suburban,6,Month-to-Month,70.33,7.45,534.0,1,0,0,Credit Card,0,0.256,1
CUST01364,44,Male,Urban,1,Month-to-Month,83.79,13.42,500.0,4,0,2,Credit Card,0,0.446,1
CUST01365,22,Male,Rural,34,Month-to-Month,53.09,,348.0,5,0,2,Credit Card,0,-0.34,0
CUST01366,37,Female,Urban,14,Month-to-Month,39.63,3.21,58.0,4,1,0,E-Wallet,0,0.128,0
CUST01367,28,Female,Suburban,26,Two Year,104.34,6.91,139.0,2,0,4,Credit Card,1,1.0,0
CUST01368,27,Male,Urban,9,Month-to-Month,91.84,4.81,203.0,3,1,0,Bank Transfer,0,-0.093,0
CUST01369,57,Male,Urban,6,Month-to-Month,73.49,0.81,157.0,4,0,3,E-Wallet,1,-0.491,1
CUST01370,55,Male,Urban,52,One Year,38.41,2.03,329.0,1,1,0,E-Wallet,0,0.214,0
CUST01371,23,Male,Suburban,17,Month-to-Month,86.66,10.59,195.0,5,1,0,E-Wallet,1,,0
CUST01372,25,Female,Urban,18,One Year,60.76,0.63,430.0,1,1,4,Credit Card,1,-0.193,0
CUST01373,40,Male,Suburban,27,Month-to-Month,10.0,0.94,552.0,2,1,0,Credit Card,1,0.485,1
CUST01374,64,Female,Urban,18,One Year,51.84,2.05,518.0,1,1,0,Credit Card,1,0.273,0
CUST01375,43,Male,Suburban,24,One Year,76.46,11.25,471.0,1,1,3,Credit Card,1,-0.295,0
CUST01376,63,Male,Suburban,62,Two Year,59.6,0.48,457.0,5,1,3,Bank Transfer,1,0.235,0
CUST01377,60,Male,Suburban,35,Month-to-Month,77.73,4.47,44.0,5,1,3,Cash,1,-0.767,1
CUST01378,29,Male,Suburban,19,Month-to-Month,76.66,0.57,37.0,1,0,1,Bank Transfer,0,0.329,0
CUST01379,43,Male,Suburban,21,Month-to-Month,37.67,,592.0,1,1,0,Bank Transfer,1,-0.104,0
CUST01380,30,Female,Urban,29,Two Year,82.1,3.08,340.0,4,1,1,E-Wallet,0,-0.944,0
CUST01381,57,Male,Suburban,54,Two Year,,0.17,569.0,2,2,1,Cash,0,-0.734,1
CUST01382,35,Male,Urban,6,Month-to-Month,64.24,12.33,301.0,4,2,2,Cash,1,-0.306,1
CUST01383,42,Male,Suburban,32,Month-to-Month,65.37,6.57,192.0,5,1,0,E-Wallet,1,0.349,0
CUST01384,50,Female,Suburban,22,Month-to-Month,65.25,,131.0,4,0,0,Bank Transfer,0,0.309,0
CUST01385,64,Female,Urban,3,Month-to-Month,102.82,0.56,594.0,4,0,1,Credit Card,1,0.132,0
CUST01386,57,Female,Urban,35,Month-to-Month,,1.7,467.0,1,1,1,Bank Transfer,1,0.324,1
CUST01387,60,Female,Urban,16,Month-to-Month,68.12,8.99,169.0,1,1,3,Credit Card,0,0.01,0
CUST01388,29,Male,Suburban,69,One Year,76.75,0.57,560.0,2,3,2,Credit Card,0,-0.151,1
CUST01389,61,Male,Rural,37,Two Year,76.22,1.72,264.0,3,1,2,Cash,1,0.18,0
CUST01390,53,Male,Suburban,71,Two Year,62.53,2.73,198.0,3,1,1,Bank Transfer,0,-0.285,0
CUST01391,65,Female,Suburban,28,Month-to-Month,31.62,0.13,282.0,4,1,1,Bank Transfer,1,0.268,0
CUST01392,21,Male,Rural,26,One Year,67.72,1.25,404.0,2,2,2,Bank Transfer,0,0.084,0
CUST01393,22,Male,Urban,45,Two Year,79.77,3.62,546.0,2,0,1,Bank Transfer,0,0.81,0
CUST01394,73,Female,Urban,24,Month-to-Month,72.27,1.57,479.0,5,0,0,Bank Transfer,1,0.089,0
CUST01395,54,Female,Suburban,51,One Year,52.54,8.18,203.0,1,1,3,Cash,1,,0
CUST01396,25,Female,Suburban,33,Month-to-Month,60.11,11.04,470.0,5,0,1,E-Wallet,0,0.602,0
CUST01397,59,Male,Rural,17,Month-to-Month,89.82,2.33,348.0,3,0,1,Credit Card,1,0.587,0
CUST01398,66,Male,Urban,35,Month-to-Month,22.86,3.04,42.0,2,1,3,Credit Card,1,-0.304,0
CUST01399,45,Female,Urban,6,Month-to-Month,46.41,3.99,481.0,3,1,0,E-Wallet,1,-0.219,0
CUST01400,48,Male,Urban,58,One Year,68.29,4.37,376.0,1,1,4,Bank Transfer,0,-0.323,0
CUST01401,26,Female,Urban,28,Month-to-Month,90.99,0.26,,1,1,0,E-Wallet,1,0.082,0
CUST01402,71,Female,Urban,32,Month-to-Month,110.37,0.22,35.0,1,0,1,E-Wallet,0,-0.105,0
CUST01403,68,Male,Suburban,26,Month-to-Month,87.24,8.03,382.0,3,0,3,E-Wallet,1,0.318,0
CUST01404,46,Female,Urban,66,Two Year,50.18,0.99,173.0,2,0,3,E-Wallet,1,-0.541,0
CUST01405,31,Female,Suburban,25,Month-to-Month,20.96,3.51,329.0,5,1,2,E-Wallet,1,-0.383,0
CUST01406,57,Female,Urban,13,One Year,111.7,3.92,54.0,2,0,2,Credit Card,1,0.274,0
CUST01407,58,Male,Suburban,21,One Year,43.96,0.72,278.0,2,3,0,E-Wallet,1,-0.818,1
CUST01408,39,Female,Urban,3,Month-to-Month,68.65,5.74,458.0,4,0,0,Credit Card,1,,0
CUST01409,28,Female,Urban,12,Month-to-Month,62.08,8.04,524.0,2,0,0,Cash,1,0.249,0
CUST01410,40,Female,Urban,11,One Year,,1.34,454.0,5,0,1,E-Wallet,1,1.0,0
CUST01411,18,Female,Rural,17,Month-to-Month,35.85,8.41,574.0,4,1,1,Credit Card,1,-0.522,0
CUST01412,63,Female,Suburban,19,Month-to-Month,109.9,0.34,491.0,2,0,1,E-Wallet,0,0.344,1
CUST01413,54,Female,Urban,51,One Year,43.13,6.45,73.0,4,1,2,Bank Transfer,1,-0.46,0
CUST01414,38,Female,Urban,17,Month-to-Month,68.97,,454.0,2,0,2,Cash,1,-0.225,0
CUST01415,43,Male,Rural,30,Month-to-Month,53.87,3.5,154.0,1,0,2,Bank Transfer,1,-0.15,1
CUST01416,63,Male,Urban,10,Month-to-Month,80.34,1.05,518.0,1,1,4,Credit Card,1,-0.213,1
CUST01417,53,Female,Urban,35,Month-to-Month,59.77,1.8,374.0,2,3,2,Credit Card,0,0.024,1
CUST01418,71,Male,Suburban,56,One Year,57.17,9.65,305.0,4,0,0,Bank Transfer,1,0.77,0
CUST01419,40,Male,Rural,42,One Year,92.18,2.51,342.0,5,3,1,Bank Transfer,0,,0
CUST01420,74,Female,Urban,19,One Year,56.91,3.61,43.0,1,0,1,Credit Card,1,0.143,0
CUST01421,18,Male,Urban,35,One Year,100.27,10.99,547.0,4,1,2,Bank Transfer,1,0.187,0
CUST01422,71,Female,Rural,27,Month-to-Month,34.16,2.51,440.0,5,0,3,Bank Transfer,1,0.173,0
CUST01423,72,Female,Urban,25,Month-to-Month,58.77,1.97,96.0,4,0,2,E-Wallet,1,-0.055,0
CUST01424,68,Female,Urban,28,Month-to-Month,,8.95,,2,1,1,Credit Card,1,0.265,1
CUST01425,57,Female,Suburban,22,Month-to-Month,65.77,9.67,102.0,1,1,3,Bank Transfer,0,0.548,0
CUST01426,32,Female,Rural,69,Two Year,30.67,1.75,435.0,1,0,0,Bank Transfer,1,0.723,0
CUST01427,38,Male,Urban,19,Two Year,80.49,3.59,380.0,1,0,4,Bank Transfer,1,0.643,0
CUST01428,64,Female,Rural,12,Month-to-Month,,13.27,446.0,2,2,2,E-Wallet,0,-0.356,0
CUST01429,26,Male,Suburban,16,Month-to-Month,102.66,0.23,6.0,5,1,0,E-Wallet,1,-0.383,0
CUST01430,70,Female,Urban,16,Month-to-Month,86.19,0.16,93.0,5,0,2,Bank Transfer,1,-0.6,0
CUST01431,26,Female,Rural,17,Month-to-Month,85.9,2.91,443.0,1,0,1,Bank Transfer,1,-0.579,0
CUST01432,27,Female,Urban,31,Month-to-Month,82.02,1.38,478.0,5,0,3,Credit Card,1,0.069,1
CUST01433,69,Male,Urban,15,Month-to-Month,59.55,3.49,493.0,1,1,2,Credit Card,1,0.153,0
CUST01434,74,Female,Suburban,49,Two Year,105.47,5.15,36.0,5,0,1,Credit Card,1,0.587,0
CUST01435,70,Female,Urban,18,One Year,78.86,0.29,532.0,1,2,3,Bank Transfer,0,-0.253,0
CUST01436,43,Female,Urban,21,Month-to-Month,126.85,8.56,97.0,5,4,1,Bank Transfer,1,-1.0,0
CUST01437,58,Female,Urban,2,Month-to-Month,108.84,1.3,20.0,4,0,1,E-Wallet,1,0.512,1
CUST01438,52,Male,Urban,8,Month-to-Month,73.67,1.92,231.0,1,1,4,Cash,1,-0.629,1
